Mã BĐS,Địa chỉ,Mã ĐVHC,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
20956702," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TPHCM",769,81.0,2,2,0,30/06/2022,2950000000
21022722,"307 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TPHCM",769,76.0,2,2,4,30/06/2022,2400000000
21688440," Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",768,76.0,2,2,4,30/06/2022,4800000000
21699757," Nguyễn Đình Chiểu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",770,87.0,2,2,4,30/06/2022,9000000000
21673201," Nguyễn Duy Trinh, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",8,90.6,2,2,1,30/06/2022,4300000000
21699842," Nguyễn Thị Minh Khai, Phường Thuận Giao, Thành Phố Thuận An, Bình Dương",725,50.0,1,1,4,30/06/2022,2100000000
21659457," Thi Sách, Phường 8, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",747,53.43,1,1,4,30/06/2022,2300000000
21659503," Phan Chu Trinh, Phường 2, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",747,50.0,2,2,2,30/06/2022,55000000
21698662," Nguyễn Đình Chiểu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",770,87.0,2,2,4,30/06/2022,9000000000
21660438," Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",4,82.0,3,2,2,30/06/2022,3560000000
21688429," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,100.5,3,2,2,30/06/2022,3630000000
21688476," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",765,80.0,2,2,2,30/06/2022,4180000000
21688651," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",778,74.0,2,2,2,30/06/2022,2550000000
21688666," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",771,60.0,2,1,2,30/06/2022,3250000000
21688718," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",760,72.0,2,2,2,30/06/2022,4250000000
21689394," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",776,71.0,2,2,2,30/06/2022,2580000000
21700164," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,71.0,2,2,4,30/06/2022,3500000000
21688319," Nguyễn Tất Thành, Phường 18, Quận 4, TPHCM",773,113.0,3,2,2,30/06/2022,4100000000
21688352," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,98.0,3,2,2,30/06/2022,3500000000
21688683," Tân Hòa Đông, Phường 14, Quận 6, TPHCM",775,77.0,3,2,2,30/06/2022,2100000000
21688699," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",766,48.63,1,1,2,30/06/2022,2750000000
21688383," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,59.0,2,1,2,30/06/2022,2300000000
21662437," Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",767,71.0,2,2,4,30/06/2022,2850000000
21703442," Đường ĐT 743, Phường Tân Đông Hiệp, Thành Phố Dĩ An, Bình Dương",724,70.0,2,2,4,30/06/2022,2000000000
21706120," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",776,72.0,2,2,4,30/06/2022,2550000000
21706663," Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",760,105.0,2,2,2,30/06/2022,6500000000
21706815," Quốc lộ 19B, Phường Nhơn Bình, TP. Quy Nhơn, Bình Định",540,60.0,2,2,2,30/06/2022,1000000000
21706541," Điện Biên Phủ, Phường Nhơn Bình, TP. Quy Nhơn, Bình Định",540,62.0,2,2,2,30/06/2022,1302000000
21707010," Bà Huyện Thanh Quan, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",770,92.0,2,2,2,30/06/2022,9500000000
21707052," Bình Đường 3, Phường An Bình, Thành Phố Dĩ An, Bình Dương",724,60.0,2,2,4,30/06/2022,1600000000
21707025," Trương Định, Phường 6 (Phường Võ Thị Sáu), Quận 3, TPHCM",770,83.0,3,2,2,30/06/2022,5600000000
21681483," Đường D4, Phường Tân Hưng, Quận 7, TPHCM",778,114.0,3,2,2,30/06/2022,3600000000
21707115," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,68.0,1,1,2,30/06/2022,4150000000
21705887," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,110.0,3,2,4,30/06/2022,8600000000
21707110," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",724,72.0,2,2,2,30/06/2022,1906000000
21707125," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,105.0,3,2,4,30/06/2022,7000000000
21707119," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",778,114.0,3,2,2,30/06/2022,4400000000
21706028," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,130.0,3,3,2,30/06/2022,8535000000
21634118," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",773,80.0,2,2,1,29/06/2022,4300000000
21703807," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",777,60.0,2,2,4,29/06/2022,2400000000
21703758," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",777,56.0,2,1,4,29/06/2022,2520000000
21703730," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",777,60.0,2,2,4,29/06/2022,2400000000
21600902," Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",5,93.0,2,2,1,29/06/2022,2976000000
20848485," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TPHCM",769,80.0,2,2,4,29/06/2022,2970000000
21210509,"307 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TPHCM",769,70.0,2,2,0,29/06/2022,2400000000
21128704,"383 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TPHCM",769,85.0,3,30,4,29/06/2022,2900000000
21379805," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",769,75.0,2,2,4,29/06/2022,4900000000
21296655,"383 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",769,57.0,1,1,4,29/06/2022,1850000000
21665276," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",778,100.0,3,2,2,29/06/2022,4000000000
20570490,"116 Lương Định Của, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",769,98.0,3,2,4,29/06/2022,5200000000
21345194,"116 Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",769,56.0,1,1,0,29/06/2022,3300000000
21348641," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",769,98.0,3,2,0,29/06/2022,5400000000
21617388," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",760,78.0,2,2,2,29/06/2022,12000000000
21470930," Phạm Ngọc Thạch, Phường Kim Liên, Quận Đống Đa, Hà Nội",6,50.0,2,1,2,29/06/2022,560000000
21441251," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,48.0,1,1,2,29/06/2022,590000000
21565046," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,60.0,2,1,1,29/06/2022,690000000
21432288," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,41.0,2,1,2,29/06/2022,500000000
21429277," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,41.0,2,1,2,29/06/2022,820000000
21521633," Giảng Võ, Phường Kim Mã, Quận Ba Đình, Hà Nội",1,50.0,2,1,2,29/06/2022,600000000
21427193," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,48.0,2,1,2,29/06/2022,680000000
21426113," Khương Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,48.0,2,1,2,29/06/2022,860000000
21425447," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,48.0,2,1,2,29/06/2022,550000000
21422534," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,46.0,2,2,2,29/06/2022,550000000
21421735," Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,46.0,2,1,2,29/06/2022,760000000
21704664," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,50.0,2,2,2,29/06/2022,600000000
21492034," Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",6,48.0,2,1,2,29/06/2022,500000000
21492010," Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",6,48.0,2,1,2,29/06/2022,600000000
21421057," Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",9,46.0,2,1,2,29/06/2022,550000000
21701604," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",767,60.0,2,2,4,29/06/2022,2250000000
21704321," Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",494,30.0,1,1,2,29/06/2022,1890000
21705465," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,130.0,3,2,2,29/06/2022,6900000000
21705483," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,135.0,3,2,2,29/06/2022,7000000000
21705640," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,189.0,4,4,2,29/06/2022,9100000000
21705633," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,137.0,3,2,4,29/06/2022,7900000000
21705626," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,125.0,3,2,2,29/06/2022,5500000000
21705492," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,126.0,3,2,2,29/06/2022,6800000000
21705630," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,29/06/2022,4000000000
21673157," Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",20,64.0,2,2,2,28/06/2022,1780000000
21679018," Ngọc Hồi, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",20,69.5,2,2,2,28/06/2022,1870000000
21702903," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",769,136.0,3,3,4,28/06/2022,25000000000
21636947," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,89.0,3,2,4,28/06/2022,5190000000
21703291," Bến Nghé, Phường Tân Thuận Đông, Quận 7, TPHCM",778,77.0,2,2,2,28/06/2022,5005000000
21703310," Đường số 6, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,76.0,2,2,2,28/06/2022,4180000000
21703325," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,70.0,2,2,2,28/06/2022,3900000000
21679505," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",778,135.0,3,2,2,27/06/2022,10500000000
21696701," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,305.0,3,5,4,27/06/2022,28000000000
21696681," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,137.0,3,2,2,27/06/2022,6000000000
21695858," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,248.0,4,5,2,27/06/2022,25000000000
21695829," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,95.0,3,2,2,27/06/2022,4100000000
21695826," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,105.0,3,2,4,27/06/2022,7000000000
21686380," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,91.0,2,2,2,27/06/2022,5200000000
21678067," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,244.0,3,3,2,27/06/2022,10500000000
21678058," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,89.0,2,2,2,27/06/2022,5400000000
21678080," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,121.0,3,2,2,27/06/2022,5400000000
21679499," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,99.0,2,2,2,27/06/2022,3700000000
21686320," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,148.0,3,3,2,27/06/2022,8200000000
21699099," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",778,78.0,2,2,2,27/06/2022,3600000000
21699105," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,137.0,3,2,4,27/06/2022,7900000000
21699111," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",778,99.0,2,2,2,27/06/2022,3700000000
21636386," Phạm Văn Đồng, Phường Linh Tây, TP. Thủ Đức, TPHCM",769,74.0,2,2,4,27/06/2022,2730000000
21651551," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",769,61.0,2,1,0,27/06/2022,2450000000
21650727," Bến Vân Đồn, Phường 5, Quận 4, TPHCM",773,80.0,2,2,4,27/06/2022,2660000000
21687318," Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",493,100.0,3,2,1,27/06/2022,3500000000
21648019," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",773,93.0,2,2,2,27/06/2022,5900000000
21678123," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,76.0,2,2,2,27/06/2022,2340000000
21677746," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,71.74,2,2,2,27/06/2022,2070000000
21681623," Cao Lỗ, Phường 4, Quận 8, TPHCM",776,86.0,2,2,2,27/06/2022,1880000000
21678032," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,50.0,1,1,2,27/06/2022,1980000000
21678003," Bến Vân Đồn, Phường 2, Quận 4, TPHCM",773,78.5,2,2,2,27/06/2022,2250000000
21681632," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,48.5,1,1,4,27/06/2022,1730000000
21681640," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",773,29.0,1,1,2,27/06/2022,1540000000
21682721," Bông Sao, Phường 5, Quận 8, TPHCM",776,68.0,2,1,2,27/06/2022,1360000000
21682758," Võ Văn Kiệt, Phường 6, Quận 8, TPHCM",776,73.0,2,2,2,27/06/2022,1450000000
21682783," An Dương Vương, Phường 4, Quận 5, TPHCM",774,81.7,2,2,2,27/06/2022,2160000000
21667013," Nguyễn Thị Minh Khai, Phường Thuận Giao, Thành Phố Thuận An, Bình Dương",725,38.95,1,1,4,27/06/2022,1400000000
21659492," Nguyễn Thị Minh Khai, Phường Thuận Giao, Thành Phố Thuận An, Bình Dương",725,69.0,2,2,4,27/06/2022,2600000000
21655632," Nguyễn Thị Minh Khai, Phường Thuận Giao, Thành Phố Thuận An, Bình Dương",725,66.0,2,2,4,27/06/2022,2100000000
21655669," Nguyễn Thị Minh Khai, Phường Thuận Giao, Thành Phố Thuận An, Bình Dương",725,72.0,2,2,4,27/06/2022,2400000000
21701621," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",770,72.0,2,2,4,27/06/2022,7400000000
21702201,"Bồ Đề long biên Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",4,85.0,3,2,2,27/06/2022,3800000000
21702161," Quốc lộ 19B, Phường Nhơn Bình, TP. Quy Nhơn, Bình Định",540,107.0,3,2,2,27/06/2022,1926000000
21702216," Nguyễn Thị Định, Phường Phú Tân, TP. Bến Tre, Bến Tre",829,64.0,2,2,2,27/06/2022,1777000000
21701505," Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",21,106.0,3,2,4,27/06/2022,5300000000
21701912," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",778,51.8,1,1,2,27/06/2022,1968000000
21702403," Xa Lộ Hà Nội, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",724,60.0,2,2,4,27/06/2022,1900000000
21662173," Đường ĐT 743, Phường Tân Đông Hiệp, Thành Phố Dĩ An, Bình Dương",724,65.0,2,2,4,26/06/2022,1780000000
21681534," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",765,68.0,2,1,4,25/06/2022,1845000000
21681527," Đường số 30, Phường Linh Đông, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,76.0,2,2,4,25/06/2022,1530000000
21677851," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",778,72.0,2,2,4,25/06/2022,2980000000
21677668," Thành Thái, Phường 14, Quận 10, TPHCM",771,63.0,2,2,2,25/06/2022,1775000000
21681523," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,72.0,2,2,2,25/06/2022,1795000000
21680672," Liên Tỉnh Lộ 25B, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,95.0,2,2,2,25/06/2022,2660000000
21680787," Đỗ Xuân Hợp, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",769,74.0,2,2,2,25/06/2022,1520000000
21680772," Cao Lỗ, Phường 4, Quận 8, TPHCM",776,74.0,2,2,4,25/06/2022,1890000000
21680753," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",765,40.0,1,1,2,25/06/2022,1650000000
21680701," Vũ Huy Tấn, Phường 3, Quận Bình Thạnh, TPHCM",765,52.0,2,2,2,25/06/2022,1715000000
21677853," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,60.0,2,2,4,25/06/2022,1550000000
21677840," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",771,57.0,1,1,4,25/06/2022,2250000000
21677736," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,72.0,2,2,2,25/06/2022,2030000000
21677643," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",765,68.0,2,2,2,25/06/2022,2130000000
21677631," Hoàng Diệu, Phường 6, Quận 4, TPHCM",773,75.0,2,2,2,25/06/2022,1990000000
21677613," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",773,75.0,2,2,4,25/06/2022,2050000000
21677607," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",773,77.0,2,2,4,25/06/2022,2470000000
21679398," Vĩnh Hội, Phường 3, Quận 4, TPHCM",773,80.0,2,2,2,25/06/2022,2330000000
21679359," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",768,54.0,1,1,2,25/06/2022,1995000000
21679332," Đường số 27, Phường Phú Thuận, Quận 7, TPHCM",778,96.0,2,2,2,25/06/2022,2145000000
21679417," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",768,93.0,2,2,2,25/06/2022,3170000000
21679431," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",769,72.0,2,2,2,25/06/2022,1980000000
21696501," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",767,256.0,4,4,4,25/06/2022,18396000000
21697585," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",767,111.8,3,2,4,25/06/2022,6055000000
21696443," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",767,88.8,2,2,4,25/06/2022,4644000000
21699732," Bến Nghé, Phường Tân Thuận Đông, Quận 7, TPHCM",778,77.42,2,2,2,25/06/2022,5100000000
21700008," Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",777,60.0,1,1,2,25/06/2022,830000000
21700546," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",771,85.0,2,2,4,25/06/2022,7300000000
21699437," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",778,50.0,2,2,2,25/06/2022,1900000000
21647511," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,90.0,3,2,2,24/06/2022,3500000000
21554500," Đường 36, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",769,54.0,2,2,4,24/06/2022,1800000000
21554518," Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, TPHCM",785,55.0,2,2,4,24/06/2022,1120000000
21554529," Nguyễn Thị Sóc, Xã Xuân Thới Đông, Huyện Hóc Môn, TPHCM",784,50.0,2,2,4,24/06/2022,1050000000
21698895," Lý Chiêu Hoàng, Phường 10, Quận 6, TPHCM",775,50.0,2,1,4,24/06/2022,1990000000
21689740," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",778,70.0,2,2,2,24/06/2022,3300000000
21696387," Hùng Vương, Phường 12, Quận 5, TPHCM",774,130.0,3,2,2,24/06/2022,6500000000
21654237," Cao Lỗ, Phường 4, Quận 8, TPHCM",776,60.0,2,2,4,24/06/2022,2500000000
21530018," Nguyễn Hoàng Tôn, Phường Quảng An, Quận Tây Hồ, Hà Nội",3,88.0,2,2,1,24/06/2022,6600000000
21649730," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,42.0,1,1,2,24/06/2022,1305000000
21650057," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,42.0,1,1,2,24/06/2022,900000000
21648030," Ngô Quyền, Phường Đống Đa, TP. Vĩnh Yên, Vĩnh Phúc",243,128.0,2,2,2,24/06/2022,12000000000
21653873," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,42.0,1,1,2,24/06/2022,1305000000000
21655334," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,44.0,1,1,2,24/06/2022,1340000000
21659418," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,44.0,1,1,2,24/06/2022,1340000000
21664732," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,66.0,2,2,2,24/06/2022,2000000000
21675472," Nguyễn Tất Thành, Phường Khai Quang, TP. Vĩnh Yên, Vĩnh Phúc",243,80.0,5,5,2,24/06/2022,5650000000
21619860," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",786,65.0,2,2,2,24/06/2022,3500000000
21625874," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",786,99.0,2,2,2,24/06/2022,2450000000
21662104," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",786,126.0,3,3,2,24/06/2022,3100000000
21684186," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",786,71.0,2,2,4,24/06/2022,3000000000
21692853," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",786,99.0,2,2,2,24/06/2022,2400000000
21651602," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",769,51.0,1,1,4,24/06/2022,2400000000
21698525," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",768,90.0,3,2,4,24/06/2022,8700000000
21698041," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",768,30.0,1,1,4,24/06/2022,2400000000
21650379," Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",785,46.0,2,1,4,24/06/2022,1339000000
21698885," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",776,72.0,2,2,4,24/06/2022,2500000000
21698825," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",769,60.0,2,1,2,24/06/2022,3300000000
21698166," Nguyên Hồng, Phường 11, Quận Gò Vấp, TPHCM",764,76.0,2,1,2,24/06/2022,3550000000
21699022," Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng",493,52.0,1,1,4,24/06/2022,1750000000
21698875," Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",4,63.0,2,1,2,24/06/2022,2900000000
21698742," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",777,68.0,2,2,4,24/06/2022,2950000000
21647079," Trần Phú, Phường Vĩnh Trường, TP. Nha Trang, Khánh Hòa",568,72.0,2,2,2,23/06/2022,2400000000
21589931," Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",769,79.0,2,2,1,23/06/2022,3200000000
21589884," Song Hành, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",769,89.0,3,2,1,23/06/2022,3750000000
21597744," Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",769,80.0,2,2,2,23/06/2022,3550000000
21588867," Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",769,91.0,2,1,1,23/06/2022,2550000000
21689066," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",768,97.0,3,2,3,23/06/2022,6800000000
21668981," Thống Nhất, Phường 11, Quận Gò Vấp, TPHCM",764,45.3,2,2,2,23/06/2022,2400000000
21695655," Kỳ Đồng, Phường 9, Quận 3, TPHCM",770,82.0,2,2,2,23/06/2022,4200000000
21695528," Cao Đạt, Phường 1, Quận 5, TPHCM",774,76.0,2,1,2,23/06/2022,2900000000
21695545," Tản Đà, Phường 11, Quận 5, TPHCM",774,82.0,2,2,2,23/06/2022,4200000000
21696414," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",766,52.0,1,1,3,23/06/2022,3330000000
21697035,"long biên Hoàng Thế Thiện, Phường Sài Đồng, Quận Long Biên, Hà Nội",4,97.0,3,2,2,23/06/2022,3300000000
21697212," Hoàng Sa, Phường 12, Quận 3, TPHCM",770,76.0,2,2,2,23/06/2022,3300000000
21696502," Nguyên Hồng, Phường 11, Quận Gò Vấp, TPHCM",764,82.0,2,2,2,23/06/2022,3800000000
21696660," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",765,51.0,1,1,2,23/06/2022,4000000000
21690800," Đường ĐT 743, Phường Tân Đông Hiệp, Thành Phố Dĩ An, Bình Dương",724,99.0,3,2,4,23/06/2022,2900000000
21503666," Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, TPHCM",768,70.0,2,2,4,22/06/2022,4300000000
21663466," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",778,95.0,3,2,4,22/06/2022,4000000000
21601524," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",766,57.0,2,1,3,22/06/2022,3150000000
21601533," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",766,57.0,2,1,3,22/06/2022,3300000000
21597146," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",768,75.0,2,2,3,22/06/2022,4250000000
21662448," Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",768,102.0,3,2,4,22/06/2022,5600000000
