,Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
6690,21998738," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",65.0,2,2,4,18/03/2023,3650000000
6691,21454901," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",120.0,3,2,2,18/03/2023,5450000000
6692,21983968," Nguyễn Thị Nhỏ, Phường 15, Quận 11, TPHCM",67.0,2,1,2,18/03/2023,2500000000
6693,21454856," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",77.0,2,2,2,18/03/2023,3800000000
6694,21818308," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",103.0,3,2,2,18/03/2023,3900000000
6695,21598112," Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, TPHCM",48.0,1,1,2,18/03/2023,1840000000
6696,22058895," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",65.0,2,2,0,18/03/2023,2700000000
6697,21543723," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",127.0,3,3,2,18/03/2023,8300000000
6698,21557943," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",130.0,3,3,2,18/03/2023,8300000000
6699,21705880," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",72.0,2,2,2,18/03/2023,4400000000
6700,21401008," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",53.0,1,1,0,18/03/2023,2200000000
6701,21401006," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",68.0,1,1,0,18/03/2023,2500000000
6702,21503541," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",90.0,2,2,2,18/03/2023,5100000000
6703,21930138," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",72.0,2,2,4,18/03/2023,5499000000
6705,21503385," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",89.0,2,2,2,18/03/2023,4200000000
6706,21503297," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",133.0,3,2,2,18/03/2023,7600000000
6707,21503360," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",120.0,3,2,2,18/03/2023,8400000000
6708,21503274," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",110.0,3,3,2,18/03/2023,5400000000
6709,21781149," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",106.0,3,3,2,18/03/2023,4500000000
6710,21714134," Trần Văn Kiểu, Phường 10, Quận 6, TPHCM",65.0,2,2,4,18/03/2023,3100000000
6711,21661515," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",106.0,3,3,4,18/03/2023,3700000000
6712,21654175," Lý Nam Đế, Phường 7, Quận 11, TPHCM",75.0,2,2,4,18/03/2023,3800000000
6713,21491581," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",74.0,2,2,4,18/03/2023,3600000000
6714,21487428," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",76.23,2,2,2,18/03/2023,4868000000
6715,21492614," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",95.0,3,2,4,18/03/2023,6038000000
6716,22008598," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",65.0,2,2,4,18/03/2023,3000000000
6717,21533003," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",51.0,1,1,4,18/03/2023,2100000000
6718,21493606," Lương Định Của, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",103.0,3,2,4,18/03/2023,6724000000
6719,22004896," Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",65.0,2,1,2,18/03/2023,2900000000
6720,22029514," Nguyễn Thị Nhỏ, Phường 15, Quận 11, TPHCM",65.0,2,1,2,18/03/2023,2720000000
6721,21630155," Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",53.0,1,1,2,18/03/2023,3600000000
6722,21936566," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",106.0,3,3,2,18/03/2023,3600000000
6723,21397981," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",118.0,1,1,0,18/03/2023,5700000000
6724,22064122," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",53.0,2,1,4,18/03/2023,2350000000
6725,22037505," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56.0,2,1,2,18/03/2023,2400000000
6726,22037499," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",75.0,2,2,2,18/03/2023,3200000000
6727,22035616," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",195.0,4,3,2,18/03/2023,10000000000
6728,22044485," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",88.0,3,2,4,18/03/2023,3400000000
6729,21399888," Gò Ô Môi, Phường Phú Thuận, Quận 7, TPHCM",97.0,1,1,0,18/03/2023,2250000000
6730,22065358," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",60.0,2,2,2,18/03/2023,1650000000
6731,22040106," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",65.0,1,1,4,18/03/2023,2200000000
6732,22034328," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",70.0,2,2,4,18/03/2023,2999000000
6733,22034369," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",32.0,1,1,4,18/03/2023,1600000000
6734,22034410," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",66.0,1,1,4,18/03/2023,2200000000
6735,22034197," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",93.0,3,2,4,18/03/2023,3700000000
6736,22037398," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,2,2,18/03/2023,7000000000
6737,22037382," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",75.0,2,2,2,18/03/2023,2500000000
6738,22065490," Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",65.0,2,1,1,18/03/2023,1300000000
6739,22036474," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137.0,3,2,2,18/03/2023,6300000000
6740,21557981," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,5200000000
6741,21560203," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",71.0,2,2,2,20/03/2023,3550000000
6742,21560268," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,20/03/2023,4200000000
6743,22028324," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",116.0,4,2,2,18/03/2023,5700000000
6744,22028288," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",125.0,3,2,2,18/03/2023,5850000000
6745,22023565," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",57.0,2,1,2,18/03/2023,2500000000
6746,21979255," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",93.0,2,2,2,18/03/2023,5800000000
6747,21940894," Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",70.0,2,2,1,18/03/2023,2250000000
6748,21945427," Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",70.0,2,2,1,18/03/2023,2250000000
6749,22020350," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",99.0,3,2,2,18/03/2023,4500000000
6750,21881269," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",80.0,2,2,2,18/03/2023,6700000000
6751,21982807," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",118.0,3,2,2,18/03/2023,4200000000
6752,21794419," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",78.0,2,2,2,18/03/2023,7500000000
6753,21721543," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",115.0,2,2,2,18/03/2023,5900000000
6754,21721446," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",130.0,3,3,1,18/03/2023,8500000000
6755,22034340," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",80.0,2,2,2,18/03/2023,2600000000
6756,21718766," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",130.0,3,3,2,18/03/2023,8500000000
6757,22029105," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",115.0,3,2,2,20/03/2023,4680000000
6758,22029064," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",106.0,3,2,2,20/03/2023,3690000000
6759,22002787," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",118.0,3,2,2,20/03/2023,4680000000
6760,22002729," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,2,2,20/03/2023,5500000000
6761,22034324," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",77.0,2,2,2,18/03/2023,3700000000
6762,21717368," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",130.0,3,3,1,18/03/2023,8600000000
6763,22034307," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",125.0,4,3,2,18/03/2023,5600000000
6764,21716110," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",82.0,2,2,4,18/03/2023,5900000000
6765,22034287," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137.0,3,2,2,18/03/2023,10500000000
6766,21709743," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",130.0,3,3,1,18/03/2023,8500000000
6767,21698599," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",115.0,3,2,2,18/03/2023,5600000000
6768,22034258," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",78.0,2,2,2,18/03/2023,3900000000
6769,21627226," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",110.0,2,2,2,18/03/2023,7100000000
6770,20990729," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",71.5,3,3,0,18/03/2023,2550000000
6771,22020377," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",126.0,3,3,2,18/03/2023,10500000000
6772,22018600," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",145.0,3,3,2,18/03/2023,3900000000
6773,22015368," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",105.0,3,2,2,18/03/2023,4300000000
6774,22015336," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56.5,2,1,2,18/03/2023,2350000000
6775,22015321," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",80.0,2,2,2,18/03/2023,2650000000
6776,22015299," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",104.0,3,2,2,18/03/2023,4400000000
6777,22038395," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",170.0,3,2,2,18/03/2023,11000000000
6778,22038383," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",100.0,3,2,2,18/03/2023,4900000000
6779,21401281," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",122.0,1,1,0,18/03/2023,3650000000
6780,21401188," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",71.0,1,1,0,18/03/2023,2150000000
6781,22034571," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",175.0,5,4,2,18/03/2023,6800000000
6782,22034515," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",91.0,2,2,2,18/03/2023,4500000000
6783,22034472," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",108.0,3,2,2,18/03/2023,4250000000
6784,22034453," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",57.0,2,2,2,18/03/2023,2400000000
6785,22034419," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",137.0,3,3,2,18/03/2023,6400000000
6786,22034393," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",118.0,3,2,2,18/03/2023,3900000000
6787,22034351," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",80.0,2,2,2,18/03/2023,2500000000
6788,22038413," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",71.0,2,2,2,18/03/2023,3500000000
6789,21729148," Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",141.0,3,2,2,18/03/2023,6345000000
6790,21729130," Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",117.0,2,2,2,18/03/2023,3861000000
6791,22037743," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",115.0,3,2,2,18/03/2023,4800000000
6792,22037923," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",135.0,3,2,2,18/03/2023,6500000000
6793,22039263," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",82.0,2,2,2,18/03/2023,4500000000
6794,22039278," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",78.0,2,2,2,18/03/2023,3700000000
6795,22027145," Hòa Bình, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",54.0,2,1,2,18/03/2023,820000000
6796,21736289," Hoàng Minh Giám, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",171.6,3,2,2,18/03/2023,6520000000
6797,22026757," Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",54.0,2,2,2,18/03/2023,790000000
6798,21731392," Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",85.0,2,2,2,18/03/2023,2700000000
6799,22039363," Đường số 20, Phường Tân Phú, Quận 7, TPHCM",118.0,3,2,2,18/03/2023,4200000000
6800,22039382," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",122.0,3,2,2,18/03/2023,4900000000
6801,22037458," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",108.0,3,2,1,18/03/2023,4100000000
6802,22037442," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",120.0,3,2,2,18/03/2023,5000000000
6804,22064710," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",106.0,3,2,2,18/03/2023,4100000000
6805,21399609," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",124.0,1,1,0,18/03/2023,2800000000
6806,21838247," Khu Mỹ Kim, Quận 7, TPHCM",190.0,3,3,2,18/03/2023,7500000000
6807,22036245," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",79.0,2,2,2,18/03/2023,1850000000
6809,22036915," Tạ Quang Bửu, Phường 7, Quận 8, TPHCM",73.0,2,2,4,18/03/2023,2150000000
6810,20950765," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",71.0,2,2,0,18/03/2023,3100000000
6811,21401030," Đường D4, Phường Tân Hưng, Quận 7, TPHCM",149.0,1,1,0,18/03/2023,3650000000
6812,22023523," Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",54.0,2,2,2,18/03/2023,849999000
6813,22041579," Bình Long, Phường Tân Thành, Quận Tân Phú, TPHCM",60.0,2,2,2,18/03/2023,850000000
6814,22027195," Bà Hom, Phường 13, Quận 6, TPHCM",50.0,2,2,2,18/03/2023,1000000000
6815,21857004," Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",48.0,2,1,1,18/03/2023,700000000
6816,21729146," Nguyễn Chánh, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",100.0,3,2,2,18/03/2023,4350000000
6817,21719489," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",82.0,2,2,2,18/03/2023,5600000000
6818,22011559," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",135.0,3,3,2,18/03/2023,9900000000
6819,22052384," Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",71.0,3,2,1,18/03/2023,2000000000
6820,22026905," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",109.0,3,2,2,18/03/2023,7390000000
6821,21736272," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",116.0,3,2,2,18/03/2023,5450000000
6822,21995342," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",89.0,2,2,2,18/03/2023,5800000000
6823,21930414," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",107.0,3,3,4,18/03/2023,9500000000
6824,22063611," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",110.0,2,2,2,18/03/2023,7900000000
6825,21980765," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",133.0,3,3,4,18/03/2023,8800000000
6826,21643388," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",98.0,2,2,2,18/03/2023,6500000000
6827,21751392," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",90.0,2,2,2,18/03/2023,5399000000
6828,22063618," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",124.0,3,2,4,18/03/2023,12500000000
6829,22063758," Lạc Long Quân, Phường 10, Quận 11, TPHCM",52.0,2,2,2,18/03/2023,850000000
6830,22063732," Bà Hom, Phường 13, Quận 6, TPHCM",54.0,2,2,2,18/03/2023,850000000
6831,22063708," Bình Long, Phường Phú Thạnh, Quận Tân Phú, TPHCM",54.0,2,2,2,18/03/2023,810000000
6832,22022951," Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM",49.0,2,2,2,18/03/2023,879999000
6833,22008823," Thanh Đa, Phường 27, Quận Bình Thạnh, TPHCM",99.0,3,2,3,18/03/2023,1790000000
6834,21708452," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",70.0,2,2,2,18/03/2023,2680000000
6835,22009133," Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",71.0,2,2,3,18/03/2023,1340000000
6836,22005512," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",81.0,3,2,3,18/03/2023,1620000000
6837,22009034," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",71.0,2,2,3,18/03/2023,1720000000
6838,21929435," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",86.0,3,2,4,18/03/2023,3790000000
6839,22008064," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",69.0,2,2,3,18/03/2023,1320000000
6840,21932601," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",51.0,1,1,4,18/03/2023,1780000000
6842,22062668," Nguyễn Kim, Phường 7, Quận 10, TPHCM",60.0,2,2,2,18/03/2023,2800000000
6843,22039242," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",74.0,2,2,3,18/03/2023,1950000000
6844,21968949," Trường Lưu, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",63.0,1,1,4,18/03/2023,800000000
6845,21827045," Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",48.0,2,1,2,18/03/2023,650000000
6846,22039378," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",75.0,2,1,3,18/03/2023,2300000000
6847,21966797," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",112.0,3,3,2,18/03/2023,4032000000
6848,21787918," Phạm Ngọc Thạch, Phường Quang Trung, Quận Đống Đa, Hà Nội",46.0,2,1,2,18/03/2023,610000000
6849,21966760," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",52.0,1,1,2,18/03/2023,1960000000
6850,21827061," Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",46.0,2,1,2,18/03/2023,610000000
6851,21821201," Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",48.0,2,1,2,18/03/2023,600000000
6852,21827052," Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6853,21821213," Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6854,21827067," Trường Chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",48.0,2,1,2,18/03/2023,610000000
6855,21827122," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6856,21827073," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",45.0,2,1,2,18/03/2023,610000000
6857,22039770," An Dương Vương, Phường 2, Quận 6, TPHCM",54.0,2,1,2,18/03/2023,810000000
6858,21827091," Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",48.0,2,1,2,18/03/2023,606000000
6859,21945201," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",112.0,3,3,2,18/03/2023,4450000000
6860,22028877," Bình Long, Phường Phú Thạnh, Quận Tân Phú, TPHCM",54.0,2,2,2,18/03/2023,850000000
6861,21827127," Minh Khai, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6862,22024638," Tỉnh Lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",54.0,2,2,2,18/03/2023,810000000
6863,21827144," Kim Mã, Phường Điện Biên, Quận Ba Đình, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6864,21944613," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",60.0,2,2,2,18/03/2023,4300000000
6865,21827085," Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",48.0,2,1,2,18/03/2023,610000000
6866,21827192," Hoàng Quốc Việt, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",48.0,2,1,2,18/03/2023,620000000
6867,21928177," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",56.0,2,1,0,18/03/2023,1910000000
6868,21827135," Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",48.0,2,1,2,18/03/2023,610000000
6869,21827164," Mai Động, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",48.0,2,1,2,18/03/2023,615000000
6870,21977313," Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",48.0,2,2,2,18/03/2023,600000000
6871,21827209," Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",48.0,2,1,2,18/03/2023,610000000
6872,21827188," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",48.0,2,1,2,18/03/2023,615000000
6873,21827199," Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",48.0,2,1,2,18/03/2023,615000000
6874,22037808," Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TPHCM",72.0,2,2,2,18/03/2023,8600000000
6875,21136870," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",70.0,3,2,2,18/03/2023,3500000000
6876,21973142," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",88.0,2,2,2,18/03/2023,4550000000
6877,21965124," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",57.0,1,1,2,18/03/2023,2150000000
6878,21926398," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",101.0,3,2,2,18/03/2023,6100000000
6879,22037469," Trường Lưu, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",63.0,2,1,4,18/03/2023,800000000
6880,20481566," Đường số 17, Phường Tân Phú, Quận 7, TP.HCM",118.0,3,2,2,18/03/2023,4900000000
6881,21921532," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",70.0,2,2,2,18/03/2023,2830000000
6882,22051077," Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",58.0,2,2,2,18/03/2023,715000000
6883,22006085," Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TPHCM",60.18,2,2,3,18/03/2023,1680000000
6884,22051060," Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM",48.0,2,2,2,18/03/2023,719999000
6885,22006092," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",67.0,2,2,3,18/03/2023,1350000000
6886,22051032," Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM",62.0,2,2,2,18/03/2023,720999000
6887,22006095," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",72.0,2,2,3,18/03/2023,1620000000
6888,22051012," Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM",63.0,2,2,2,18/03/2023,753999000
6889,22006097," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",53.0,2,1,3,18/03/2023,1550000000
6890,22049062," Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",56.0,2,2,2,18/03/2023,756000000
6891,22006101," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",63.0,2,2,3,18/03/2023,1520000000
6892,22049021," Chế Lan Viên, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",47.0,2,2,2,18/03/2023,715000000
6893,22006106," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",92.0,3,2,3,18/03/2023,1680000000
6894,22049006," Lê Trọng Tấn, Phường 14, Quận Tân Bình, TPHCM",54.0,2,2,2,18/03/2023,815000000
6895,22006151," Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TPHCM",80.3,2,2,3,18/03/2023,1430000000
6896,22030026," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",64.5,2,2,3,18/03/2023,1660000000
6897,22034202," Tân Sơn Nhì, Phường Tây Thạnh, Quận Tân Phú, TPHCM",55.0,2,2,2,18/03/2023,780000000
6898,22006156," Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TPHCM",60.0,2,2,3,18/03/2023,1650000000
6899,22030027," Quang Trung, Phường 14, Quận Gò Vấp, TPHCM",63.0,2,2,3,18/03/2023,890000000
6900,22029879," Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM",54.0,2,2,2,18/03/2023,890000000
6901,22006160," Phạm văn hai, Phường 3, Quận Tân Bình, TPHCM",66.0,2,2,3,18/03/2023,1720000000
6902,22030029," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",61.0,2,2,3,18/03/2023,1880000000
6903,22026853," Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",60.0,2,2,2,18/03/2023,915000000
6904,22006167," Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",87.0,2,2,3,18/03/2023,2550000000
6905,22028713," Bà Hom, Phường 13, Quận 6, TPHCM",54.0,2,2,2,18/03/2023,880000000
