Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá,Mã ĐVHC
123.0,3,2,Sổ hồng,14/12/2021,21268212," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
104.0,3,2,Sổ hồng,14/12/2021,20900131," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 300 triệu,778
128.0,3,2,Sổ hồng,14/12/2021,21267682," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
125.0,3,2,Sổ hồng,14/12/2021,21145214," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 900 triệu,778
77.0,2,2,Sổ hồng,14/12/2021,21285233," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 750 triệu,778
96.0,2,2,Sổ hồng,14/12/2021,20863153," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 350 triệu,778
46.0,1,1,Hợp đồng mua bán,14/12/2021,21467949," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 106 triệu,769
130.0,3,2,Hợp đồng mua bán,14/12/2021,21468164," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",3 tỷ 550 triệu,769
51.7,1,1,Sổ hồng,14/12/2021,21468070," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 30 triệu,769
96.0,2,2,Sổ hồng,14/12/2021,20863182," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 450 triệu,778
70.0,2,2,Sổ hồng,14/12/2021,21468050," Song Hành, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 950 triệu,769
64.0,1,1,Hợp đồng mua bán,14/12/2021,21468034," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 100 triệu,769
115.0,3,2,Sổ hồng,14/12/2021,21025971," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 750 triệu,778
66.0,2,2,Hợp đồng mua bán,14/12/2021,21400048," Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 650 triệu,769
68.0,2,2,Sổ hồng,14/12/2021,21401902," Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 850 triệu,769
110.0,3,2,Sổ hồng,14/12/2021,21230552," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 350 triệu,778
63.0,2,2,Hợp đồng mua bán,14/12/2021,21474704," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 790 triệu,769
130.0,3,2,Sổ hồng,14/12/2021,21253257," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",10 tỷ,778
97.0,3,2,Sổ hồng,14/12/2021,21291746," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 900 triệu,778
59.0,2,1,Hợp đồng mua bán,14/12/2021,21477664," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 300 triệu,769
89.0,2,2,Sổ hồng,14/12/2021,20891318," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 290 triệu,778
120.0,12,10,Sổ hồng,14/12/2021,20900464," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 800 triệu,778
89.0,2,2,Sổ hồng,14/12/2021,20904900," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ,778
77.0,2,2,Sổ hồng,14/12/2021,20869646," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 600 triệu,778
98.0,3,2,Sổ hồng,14/12/2021,21238655," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu,778
80.0,2,2,Sổ hồng,14/12/2021,20905583," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 250 triệu,778
100.0,3,2,Sổ hồng,14/12/2021,21238829," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
89.0,3,2,Sổ hồng,14/12/2021,21324892," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
119.0,3,2,Sổ hồng,14/12/2021,21325029," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 850 triệu,778
115.0,2,2,Sổ hồng,14/12/2021,21026498," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu,778
124.0,3,2,Sổ hồng,14/12/2021,21238683," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 100 triệu,778
123.0,3,2,Sổ hồng,14/12/2021,21269017," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
96.0,2,2,Sổ hồng,14/12/2021,20964593," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 500 triệu,778
89.0,2,2,Sổ hồng,14/12/2021,21324654," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
89.0,2,2,Sổ hồng,14/12/2021,21305718," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 170 triệu,778
89.0,2,2,Sổ hồng,14/12/2021,20891272," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 300 triệu,778
120.0,3,2,Sổ hồng,14/12/2021,20964537," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
89.0,2,2,Sổ hồng,14/12/2021,21305548," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
128.0,3,2,Sổ hồng,14/12/2021,21267492," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
121.0,3,2,Sổ hồng,14/12/2021,21019383," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 150 triệu,778
77.0,2,2,Sổ hồng,14/12/2021,21157174," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 700 triệu,778
82.0,2,2,Sổ hồng,14/12/2021,21157385," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 400 triệu,778
71.0,3,2,Sổ hồng,14/12/2021,21279150," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 500 triệu,778
121.0,3,2,Sổ hồng,14/12/2021,21230871," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",6 tỷ 500 triệu,778
118.0,3,2,Sổ hồng,14/12/2021,21019241," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 650 triệu,778
115.0,2,2,Sổ hồng,14/12/2021,21026546," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 550 triệu,778
166.0,3,2,Sổ hồng,14/12/2021,21289193," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",8 tỷ 500 triệu,778
118.0,3,2,Sổ hồng,14/12/2021,21219069," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 500 triệu,778
110.0,3,2,Sổ hồng,14/12/2021,21233044," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 450 triệu,778
135.0,4,2,Không xác định,14/12/2021,20919252," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",7 tỷ 600 triệu,778
104.0,2,2,Sổ hồng,14/12/2021,20837732," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 300 triệu,778
130.0,3,2,Sổ hồng,14/12/2021,20919493," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",9 tỷ 350 triệu,778
109.0,3,2,Sổ hồng,14/12/2021,21211167," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 400 triệu,778
128.0,3,2,Sổ hồng,14/12/2021,20918756," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 250 triệu,778
72.0,2,2,Sổ hồng,14/12/2021,20905341," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 450 triệu,778
210.0,4,4,Sổ hồng,14/12/2021,20919327," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 200 triệu,778
77.0,3,2,Sổ hồng,14/12/2021,21137312," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 700 triệu,778
127.0,3,2,Sổ hồng,14/12/2021,21237241," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 850 triệu,778
118.0,3,2,Sổ hồng,14/12/2021,21288589," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu,778
116.0,3,2,Sổ hồng,14/12/2021,21299602," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 800 triệu,778
65.0,2,2,Hợp đồng mua bán,14/12/2021,21478421," Đường số 17A, Phường Bình Trị Đông B, Quận Bình Tân, TPHCM",4 tỷ,777
66.0,2,2,Hợp đồng mua bán,14/12/2021,21478432," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 500 triệu,778
90.0,1,1,Sổ đỏ,14/12/2021,21478502," Bình Giã, Phường 10, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",13 triệu,747
90.0,1,1,Sổ đỏ,14/12/2021,21478488," Bình Giã, Phường 10, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",13 triệu,747
100.0,1,1,Sổ đỏ,14/12/2021,21478147," Trương Công Định, Phường 7, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",13 triệu,747
65.0,2,2,Hợp đồng mua bán,14/12/2021,21478410," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",4 tỷ,777
65.0,2,2,Hợp đồng mua bán,14/12/2021,21478398," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",3 tỷ 900 triệu,777
70.0,2,2,Hợp đồng mua bán,14/12/2021,21478450," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",3 tỷ,778
54.0,2,1,Hợp đồng mua bán,14/12/2021,21478447," Tây Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",1 tỷ 850 triệu,19
60.0,2,2,Hợp đồng mua bán,14/12/2021,21478734," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",3 tỷ 360 triệu,778
73.0,2,2,Sổ hồng,14/12/2021,21478872," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",4 tỷ 300 triệu,768
133.0,3,2,Sổ hồng,13/12/2021,21276206," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",7 tỷ 900 triệu,778
130.0,3,2,Sổ hồng,13/12/2021,20964557," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 800 triệu,778
147.0,3,2,Sổ hồng,13/12/2021,21264950," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 900 triệu,778
146.0,3,2,Sổ hồng,13/12/2021,21288853," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 700 triệu,778
96.0,2,2,Sổ hồng,13/12/2021,21305630," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,20965420," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
96.0,2,2,Sổ hồng,13/12/2021,21226748," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 600 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21222604," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 600 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21222649," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 600 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,21248178," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 250 triệu,778
96.0,2,2,Sổ hồng,13/12/2021,21274342," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ,778
110.0,3,2,Sổ hồng,13/12/2021,21285222," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 200 triệu,778
127.0,3,2,Sổ hồng,13/12/2021,21306295," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 900 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,20918679," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21288635," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 800 triệu,778
70.0,2,2,Sổ hồng,13/12/2021,20895029," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 500 triệu,778
128.0,3,2,Sổ hồng,13/12/2021,21025508," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 800 triệu,778
144.0,3,2,Sổ hồng,13/12/2021,21288613," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",7 tỷ 500 triệu,778
121.0,3,2,Sổ hồng,13/12/2021,21288764," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 500 triệu,778
80.0,2,2,Sổ hồng,13/12/2021,20899915," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 300 triệu,778
71.0,2,2,Sổ hồng,13/12/2021,20900255," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 400 triệu,778
77.0,2,2,Sổ hồng,13/12/2021,21206644," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 800 triệu,778
170.0,3,2,Sổ hồng,13/12/2021,21288669," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",9 tỷ,778
121.0,3,2,Sổ hồng,13/12/2021,21288685," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 600 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,20966738," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 99 triệu,778
100.0,3,2,Sổ hồng,13/12/2021,21267770," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 300 triệu,778
124.0,3,2,Sổ hồng,13/12/2021,21254421," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",6 tỷ 300 triệu,778
146.0,3,2,Sổ hồng,13/12/2021,21288844," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 650 triệu,778
115.0,3,2,Sổ hồng,13/12/2021,21222756," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu,778
110.0,3,2,Sổ hồng,13/12/2021,20899988," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ,778
144.0,3,2,Sổ hồng,13/12/2021,20919934," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",6 tỷ,778
89.0,2,2,Sổ hồng,13/12/2021,21152450," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
147.0,3,2,Sổ hồng,13/12/2021,20919592," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",7 tỷ,778
135.0,3,2,Sổ hồng,13/12/2021,21248019," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 600 triệu,778
118.0,3,2,Không xác định,13/12/2021,21288403," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 700 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,20965393," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
77.0,2,2,Sổ hồng,13/12/2021,20918890," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 500 triệu,778
110.0,3,2,Sổ hồng,13/12/2021,21230451," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
133.0,3,2,Sổ hồng,13/12/2021,21309445," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",7 tỷ 800 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,21323728," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 100 triệu,778
80.0,8,10,Sổ hồng,13/12/2021,20900156," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 280 triệu,778
120.0,3,2,Sổ hồng,13/12/2021,21264920," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 500 triệu,778
121.0,3,2,Sổ hồng,13/12/2021,20919545," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 200 triệu,778
121.0,3,2,Sổ hồng,13/12/2021,21267573," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 350 triệu,778
130.0,3,2,Sổ hồng,13/12/2021,20904729," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 500 triệu,778
98.0,2,2,Không xác định,13/12/2021,20901369," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu,778
135.0,3,2,Sổ hồng,13/12/2021,21265934," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 350 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,21145470," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 150 triệu,778
143.0,3,2,Sổ hồng,13/12/2021,20919960," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 300 triệu,778
128.0,3,2,Sổ hồng,13/12/2021,21274396," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 350 triệu,778
82.0,2,2,Sổ hồng,13/12/2021,21319218," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 600 triệu,778
124.0,3,2,Sổ hồng,13/12/2021,21319057," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",7 tỷ,778
118.0,3,2,Sổ hồng,13/12/2021,21299626," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 700 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,21285143," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 600 triệu,778
130.0,3,2,Sổ hồng,13/12/2021,21267509," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 299 triệu,778
89.0,3,2,Sổ hồng,13/12/2021,20905139," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 250 triệu,778
143.0,3,2,Sổ hồng,13/12/2021,20904745," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 300 triệu,778
70.0,2,2,Sổ hồng,13/12/2021,21132331," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 500 triệu,778
125.0,3,2,Sổ hồng,13/12/2021,20905122," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 700 triệu,778
88.0,2,2,Sổ hồng,13/12/2021,21324909," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 180 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21279253," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 300 triệu,778
145.0,3,2,Sổ hồng,13/12/2021,20920127," Tôn Dật Tiên, Quận 7, TPHCM",5 tỷ 700 triệu,778
101.0,3,2,Sổ hồng,13/12/2021,20905563," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 100 triệu,778
120.0,3,2,Sổ hồng,13/12/2021,21210210," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 450 triệu,778
56.0,2,1,Sổ hồng,13/12/2021,21467910," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 480 triệu,778
130.0,3,2,Sổ hồng,13/12/2021,21210242," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",6 tỷ 300 triệu,778
103.0,3,2,Sổ hồng,13/12/2021,21157201," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 900 triệu,778
124.0,3,2,Sổ hồng,13/12/2021,21318876," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",6 tỷ 600 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21264903," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 700 triệu,778
123.0,3,2,Sổ hồng,13/12/2021,21253487," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",8 tỷ 700 triệu,778
135.0,3,2,Sổ hồng,13/12/2021,21252574," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 200 triệu,778
96.0,2,2,Sổ hồng,13/12/2021,21248006," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 500 triệu,778
110.0,3,2,Sổ hồng,13/12/2021,20905276," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ,778
89.0,3,2,Sổ hồng,13/12/2021,20946381," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 150 triệu,778
143.0,3,2,Sổ hồng,13/12/2021,20919994," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 400 triệu,778
110.0,3,2,Sổ hồng,13/12/2021,21157645," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu,778
54.0,2,2,Sổ hồng,13/12/2021,21429293," Kha Vạn Cân, Phường Linh Trung, TP. Thủ Đức, TPHCM",1 tỷ 540 triệu,769
101.0,3,2,Sổ hồng,13/12/2021,20899769," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 100 triệu,778
146.0,3,3,Sổ hồng,13/12/2021,21019388," Tôn Dật Tiên, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 300 triệu,778
128.0,3,2,Sổ hồng,13/12/2021,20919627," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 400 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,20918758," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 250 triệu,778
118.0,3,2,Sổ hồng,13/12/2021,21301653," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 800 triệu,778
89.0,2,2,Sổ hồng,13/12/2021,21145160," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ,778
137.0,3,2,Sổ hồng,13/12/2021,21265928," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",5 tỷ 400 triệu,778
135.0,3,2,Sổ hồng,13/12/2021,21257496," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",9 tỷ 500 triệu,778
60.0,2,2,Hợp đồng mua bán,13/12/2021,21477248," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",650 triệu,724
31.0,1,1,Hợp đồng mua bán,13/12/2021,21477224,"Quốc lộ 1A Trần Hưng Đạo, Xã Hòa Phú, Huyện Long Hồ, Vĩnh Long",590 triệu,857
56.0,2,1,Sổ hồng,13/12/2021,21477335," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 600 triệu,778
65.0,2,2,Sổ hồng,13/12/2021,21477423," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",3 tỷ 900 triệu,778
60.0,2,2,Giấy tờ hợp lệ,13/12/2021,21477531," Quốc Lộ 1K, Phường Linh Xuân, TP. Thủ Đức, TPHCM",2 tỷ 190 triệu,769
76.0,2,2,Không xác định,13/12/2021,21477960," Trương Quốc Dung, Phường 8, Quận Phú Nhuận, TPHCM",5 tỷ 400 triệu,768
90.0,1,1,Sổ đỏ,13/12/2021,21477950," Bình Giã, Phường 10, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",13 triệu,747
90.0,1,1,Sổ đỏ,13/12/2021,21477951," Bình Giã, Phường 10, TP. Vũng Tàu, Bà Rịa - Vũng Tàu",13 triệu,747
89.0,2,2,Sổ hồng,12/12/2021,21025655," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 250 triệu,778
157.0,3,3,Sổ hồng,12/12/2021,21253504," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 800 triệu,778
110.0,3,2,Sổ hồng,12/12/2021,21230283," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 400 triệu,778
110.0,3,2,Sổ hồng,12/12/2021,21319000," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
117.0,3,2,Sổ hồng,12/12/2021,21285282," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
70.0,2,2,Sổ hồng,12/12/2021,21137473," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 500 triệu,778
130.0,3,2,Sổ hồng,12/12/2021,21237382," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",6 tỷ 200 triệu,778
89.0,2,2,Sổ hồng,12/12/2021,20932726," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 200 triệu,778
110.0,3,2,Sổ hồng,12/12/2021,21233014," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 350 triệu,778
123.0,3,2,Sổ hồng,12/12/2021,21257454," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",8 tỷ 600 triệu,778
121.0,3,2,Sổ hồng,12/12/2021,21297636," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",5 tỷ 500 triệu,778
157.0,3,2,Sổ hồng,12/12/2021,21250589," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",7 tỷ,778
118.0,3,2,Sổ hồng,12/12/2021,21219047," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",3 tỷ 600 triệu,778
77.0,2,2,Sổ hồng,12/12/2021,21296973," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 900 triệu,778
131.0,3,2,Sổ hồng,12/12/2021,20920105," Tôn Dật Tiên, Quận 7, TPHCM",5 tỷ 500 triệu,778
