Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21399739," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",270 m2,1,1,Không xác định,19/03/2023,5 tỷ 500 triệu
21909043," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",57 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 250 triệu
22037241," Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TPHCM",128 m2,3,3,Sổ hồng,19/03/2023,2 tỷ 950 triệu
21905839," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",82 m2,2,2,Sổ hồng,19/03/2023,12 triệu
22037117," Tản Đà, Phường 11, Quận 5, TPHCM",258 m2,4,3,Sổ hồng,19/03/2023,13 tỷ
21848045," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",53 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 700 triệu
22037107," Tản Đà, Phường 11, Quận 5, TPHCM",168 m2,3,3,Sổ hồng,19/03/2023,9 tỷ 999 triệu
21833882," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 900 triệu
21846971," Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",91 m2,2,1,Sổ đỏ,19/03/2023,3 tỷ 499 triệu
21777855," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",62 m2,1,1,Sổ hồng,19/03/2023,2 tỷ 50 triệu
21982541," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",30 m2,1,1,Hợp đồng mua bán,19/03/2023,1 tỷ 450 triệu
21824313," Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",55 m2,2,2,Sổ đỏ,19/03/2023,1 tỷ 520 triệu
21622700," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 450 triệu
21815406," Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",96 m2,3,2,Sổ đỏ,19/03/2023,2 tỷ 450 triệu
21428708," Quốc lộ 1, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ
22041569," Ngô Gia Tự, Phường 2, Quận 10, TPHCM",66 m2,2,2,Sổ hồng,19/03/2023,3 tỷ 20 triệu
21534903," Cách Mạng Tháng 8, Phường Thanh Bình, TP. Biên Hoà, Đồng Nai",68 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 600 triệu
22066244," Ngô Gia Tự, Phường 2, Quận 10, TPHCM",75 m2,3,2,Sổ hồng,19/03/2023,3 tỷ
22032115," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ
22039949," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",95 m2,2,2,Sổ hồng,19/03/2023,22 triệu
21913690," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",77 m2,2,2,Hợp đồng mua bán,19/03/2023,4 tỷ 300 triệu
22041102," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",78 m2,3,2,Sổ hồng,19/03/2023,4 tỷ 200 triệu
22064382," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",95 m2,3,2,Hợp đồng mua bán,19/03/2023,3 tỷ 800 triệu
21975743," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
22043283," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",80 m2,2,1,Sổ hồng,19/03/2023,7 tỷ 300 triệu
21975733," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ
22048780," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",107 m2,3,2,Hợp đồng mua bán,19/03/2023,4 tỷ 350 triệu
22061877," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",145 m2,3,3,Sổ hồng,19/03/2023,6 tỷ 400 triệu
22048761," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",81 m2,2,2,Hợp đồng mua bán,19/03/2023,2 tỷ 950 triệu
21991606," Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",70 m2,3,2,Sổ đỏ,19/03/2023,1 tỷ 850 triệu
21963149," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 20 triệu
21918014," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",117 m2,3,2,Hợp đồng mua bán,19/03/2023,6 tỷ 300 triệu
22062773," Lê Đại Hành, Phường 15, Quận 11, TPHCM",87 m2,3,2,Sổ hồng,19/03/2023,6 tỷ 99 triệu
22046410," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",75 m2,2,2,Sổ hồng,19/03/2023,4 tỷ 150 triệu
21932048," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",55 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 280 triệu
21918011," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",80 m2,2,2,Hợp đồng mua bán,19/03/2023,4 tỷ 300 triệu
22062528," Hậu Giang, Phường 11, Quận 6, TPHCM",97 m2,2,2,Sổ hồng,19/03/2023,4 tỷ 499 triệu
21400724," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",50 m2,2,1,Sổ hồng,19/03/2023,1 tỷ 800 triệu
22062841," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",99 m2,2,2,Sổ hồng,19/03/2023,4 tỷ 800 triệu
21901903," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 20 triệu
22041562," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",83 m2,1,1,Hợp đồng mua bán,19/03/2023,3 tỷ 100 triệu
21869056," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",82 m2,2,2,Sổ hồng,19/03/2023,3 tỷ
21977902," Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội",50 m2,2,1,Sổ đỏ,19/03/2023,1 tỷ 650 triệu
21869000," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",47 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 550 triệu
21920015," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",77 m2,2,2,Hợp đồng mua bán,19/03/2023,4 tỷ 250 triệu
22038880," An Dương Vương, Phường 16, Quận 8, TPHCM",95 m2,3,2,Sổ hồng,19/03/2023,2 tỷ 350 triệu
21857486," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",53 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 700 triệu
22038312," Hoàng Diệu, Phường 8, Quận 4, TPHCM",72 m2,2,1,Sổ hồng,19/03/2023,2 tỷ 750 triệu
21974870," Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",82 m2,2,2,Sổ đỏ,19/03/2023,5 tỷ 950 triệu
21857426," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 650 triệu
21930720," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",79 m2,2,2,Hợp đồng mua bán,19/03/2023,4 tỷ 450 triệu
22060774," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",97 m2,2,2,Sổ hồng,19/03/2023,7 tỷ 100 triệu
21848673," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",82 m2,2,2,Sổ hồng,19/03/2023,3 tỷ 100 triệu
22066206," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",88 m2,2,2,Sổ hồng,19/03/2023,7 tỷ 200 triệu
22066340," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",82 m2,2,2,Sổ hồng,19/03/2023,3 tỷ 200 triệu
21795151," Phố Tân Khai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","83,6 m2",2,2,Sổ đỏ,19/03/2023,4 tỷ 70 triệu
21901111," Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",48 m2,2,1,Sổ hồng,19/03/2023,620 triệu
21796289," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",64 m2,3,1,Sổ đỏ,19/03/2023,2 tỷ 400 triệu
22032716," Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng",61 m2,2,2,Sổ hồng,19/03/2023,3 tỷ 500 triệu
22015480," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",48 m2,2,2,Sổ hồng,19/03/2023,649 triệu 999 nghìn
22049054," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ
22015481," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",50 m2,2,2,Sổ đỏ,19/03/2023,660 triệu
22001254," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",47 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 730 triệu
22015493," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,680 triệu
21854912," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",56 m2,2,1,Sổ hồng,19/03/2023,1 tỷ 716 triệu
22015917," Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",49 m2,2,2,Sổ đỏ,19/03/2023,700 triệu
22048745," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",81 m2,2,2,Hợp đồng mua bán,19/03/2023,3 tỷ 200 triệu
22015924," Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,700 triệu
22048735," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",85 m2,2,2,Hợp đồng mua bán,19/03/2023,3 tỷ 350 triệu
22018066," Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,700 triệu
21985811," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ đỏ,19/03/2023,1 tỷ 680 triệu
22018067," Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,650 triệu
22050895," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",75 m2,2,2,Hợp đồng mua bán,19/03/2023,3 tỷ 800 triệu
22018070," Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",50 m2,2,2,Sổ đỏ,19/03/2023,690 triệu
22018069," Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,800 triệu
22046073," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",75 m2,2,2,Hợp đồng mua bán,19/03/2023,2 tỷ 860 triệu
21958150," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
22018077," Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,700 triệu
21940943," Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",50 m2,2,1,Sổ đỏ,19/03/2023,1 tỷ 550 triệu
21956192," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",62 m2,1,1,Sổ hồng,19/03/2023,2 tỷ 50 triệu
22050906," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",75 m2,2,2,Hợp đồng mua bán,19/03/2023,3 tỷ 800 triệu
22018075," Trần Bình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",50 m2,2,2,Sổ đỏ,19/03/2023,650 triệu
22040999," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",49 m2,1,1,Sổ hồng,19/03/2023,3 tỷ
21823381," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội","76,2 m2",2,2,Sổ đỏ,19/03/2023,3 tỷ 400 triệu
21954979," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",55 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 250 triệu
22003763," Mai Chí Thọ, Phường An Lợi Đông, Quận 2 (TP. Thủ Đức), TPHCM",82 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 720 triệu
22050973," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",92 m2,2,2,Sổ hồng,19/03/2023,4 tỷ 900 triệu
22026463," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,700 triệu
22040967,"09 Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",51 m2,1,1,Sổ hồng,19/03/2023,3 tỷ 250 triệu
21954843," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
22028299," Lê Quang Định, Phường 7, Quận Bình Thạnh, TPHCM",55 m2,3,3,Sổ hồng,19/03/2023,1 tỷ 200 triệu
22003747," Nam Kỳ Khởi Nghĩa, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",72 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 940 triệu
22026479," Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",50 m2,2,2,Sổ hồng,19/03/2023,650 triệu
21829497," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 550 triệu
21974057," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",69 m2,2,2,Hợp đồng mua bán,19/03/2023,2 tỷ 700 triệu
22018056," Giải Phóng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",48 m2,2,2,Sổ hồng,19/03/2023,700 triệu
21814079," Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",122 m2,3,2,Sổ đỏ,19/03/2023,3 tỷ 200 triệu
21810627," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 650 triệu
21956950," Lê Đức Thọ, Phường 15, Quận Gò Vấp, TPHCM",69 m2,2,2,Hợp đồng mua bán,19/03/2023,2 tỷ 800 triệu
21813291," Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",70 m2,2,2,Sổ đỏ,19/03/2023,2 tỷ 350 triệu
21657675," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 750 triệu
21933734," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",95 m2,2,2,Giấy tờ hợp lệ,19/03/2023,1 tỷ 740 triệu
21797806," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","142,5 m2",3,2,Sổ đỏ,19/03/2023,3 tỷ 850 triệu
21641097," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 750 triệu
22003201," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",77 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 630 triệu
21933264," Cao Lỗ, Phường 4, Quận 8, TPHCM",79 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 680 triệu
22000446," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",91 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 720 triệu
21797758," Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",72 m2,2,2,Sổ đỏ,19/03/2023,3 tỷ 250 triệu
22003190," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",68 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 580 triệu
21933295," Tôn Đản, Phường 13, Quận 4, TPHCM",80 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 270 triệu
22000440," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",65 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 570 triệu
21933282," Bế Văn Cấm, Phường Tân Kiểng, Quận 7, TPHCM",68 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 740 triệu
22000432," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",79 m2,3,2,Sổ hồng,19/03/2023,1 tỷ 640 triệu
22062077," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",107 m2,3,2,Hợp đồng mua bán,19/03/2023,4 tỷ 300 triệu
21933239," Đại lộ Đông Tây, Phường 16, Quận 8, TPHCM",86 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 380 triệu
22000423," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",74 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 680 triệu
21978770," Quốc Lộ 1A, Phường An Bình, TP. Biên Hoà, Đồng Nai",46 m2,1,1,Sổ hồng,19/03/2023,1 tỷ
22003158," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",67 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 370 triệu
21933253," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",74 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 850 triệu
21932425," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",76 m2,2,2,Giấy tờ hợp lệ,19/03/2023,1 tỷ 930 triệu
21932412," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",75 m2,2,2,Giấy tờ hợp lệ,19/03/2023,2 tỷ 420 triệu
21932402," Đường số 3, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",65 m2,2,2,Giấy tờ hợp lệ,19/03/2023,1 tỷ 745 triệu
22002036," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",95 m2,3,2,Hợp đồng mua bán,19/03/2023,3 tỷ 900 triệu
21956294," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",94 m2,2,2,Sổ hồng,19/03/2023,3 tỷ 500 triệu
22003147," Nguyễn Hữu Thọ, Phường Tân Phong, Quận 7, TPHCM",75 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 640 triệu
21932363," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",69 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 730 triệu
21950197," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
22005563," Hoàng Minh Giám, Phường 9, Quận Phú Nhuận, TPHCM",74 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 640 triệu
21931867," Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TPHCM",86 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 360 triệu
21979567," Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",50 m2,2,1,Sổ đỏ,19/03/2023,1 tỷ 900 triệu
21931437," Phạm Thế Hiển, Phường 6, Quận 8, TPHCM",71 m2,2,2,Giấy tờ hợp lệ,19/03/2023,1 tỷ 680 triệu
21945390," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
21930974," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",68 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 850 triệu
21937516," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 700 triệu
22003735," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",65 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 470 triệu
21929501," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",70 m2,2,2,Giấy tờ hợp lệ,19/03/2023,2 tỷ 380 triệu
22003711," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",74 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 645 triệu
21927628," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",68 m2,2,2,Giấy tờ hợp lệ,19/03/2023,2 tỷ 250 triệu
21877338," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",82 m2,2,2,Sổ hồng,19/03/2023,3 tỷ
22003689," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",84 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 720 triệu
21926558," Nam Kỳ Khởi Nghĩa, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",78 m2,2,2,Giấy tờ hợp lệ,19/03/2023,2 tỷ 770 triệu
22003677," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",72 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 580 triệu
21926604," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",87 m2,2,2,Không xác định,19/03/2023,1 tỷ 855 triệu
21867569," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 650 triệu
22029310," Nguyễn Thái Sơn, Phường 3, Quận Gò Vấp, TPHCM",68 m2,3,3,Sổ hồng,19/03/2023,1 tỷ 280 triệu
22003664," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",71 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 860 triệu
21927591," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",90 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 940 triệu
21857351," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",47 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 550 triệu
22003652," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",75 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 730 triệu
21927598," Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",69 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 633 triệu
21791835," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",62 m2,1,1,Sổ hồng,19/03/2023,2 tỷ 80 triệu
21990198," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM","43,3 m2",1,1,Hợp đồng mua bán,19/03/2023,1 tỷ 800 triệu
22003639," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",76 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 740 triệu
21933733," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",88 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 960 triệu
21787561," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",62 m2,1,1,Sổ hồng,19/03/2023,2 tỷ 50 triệu
22058527," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",69 m2,2,2,Hợp đồng mua bán,19/03/2023,3 tỷ 249 triệu
21933724," Trần Văn Kiểu, Phường 10, Quận 6, TPHCM",71 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 780 triệu
21994805," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",74 m2,2,2,Không xác định,19/03/2023,1 tỷ 830 triệu
21798735," Nguyễn Văn Huyên kéo dài, Phường Phú Thượng, Quận Tây Hồ, Hà Nội","106,3 m2",3,2,Sổ đỏ,19/03/2023,4 tỷ 200 triệu
22058477," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",69 m2,2,2,Hợp đồng mua bán,19/03/2023,2 tỷ 600 triệu
21933688," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",68 m2,2,2,Giấy tờ hợp lệ,19/03/2023,2 tỷ 250 triệu
22050125," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",71 m2,2,2,Sổ hồng,19/03/2023,4 tỷ 600 triệu
21797371," Âu Cơ, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",83 m2,2,2,Sổ đỏ,19/03/2023,3 tỷ 500 triệu
21933226," Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",60 m2,2,1,Sổ hồng,19/03/2023,1 tỷ 180 triệu
22050143," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",104 m2,3,3,Sổ hồng,19/03/2023,6 tỷ 300 triệu
21797289," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",123 m2,3,2,Sổ đỏ,19/03/2023,3 tỷ 100 triệu
21931746," Liên Phường, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",79 m2,2,2,Giấy tờ hợp lệ,19/03/2023,1 tỷ 720 triệu
22031986," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",48 m2,1,1,Sổ hồng,19/03/2023,1 tỷ 680 triệu
21931721," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",71 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 580 triệu
21796825," An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",130 m2,3,2,Sổ đỏ,19/03/2023,3 tỷ 200 triệu
21931701," Hoàng Diệu, Phường 6, Quận 4, TPHCM",75 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 160 triệu
22001289," Võ Thị Sáu, Phường Thống Nhất, TP. Biên Hoà, Đồng Nai",77 m2,2,2,Sổ hồng,19/03/2023,2 tỷ 400 triệu
21931659," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",76 m2,2,2,Sổ hồng,19/03/2023,1 tỷ 755 triệu
21951733," Nguyễn Quý Đức, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",58 m2,2,1,Sổ hồng,19/03/2023,4 tỷ
